daily_non_vehicle_traffic,avg_temp_f_daily,total_rain_mm_daily,total_snow_mm_daily,avg_cloud_percent_daily,total_vehicle_volume_daily,date,month,day_of_week,holiday
1923,68.8347508239746,0,0,33.6666666666666667,62447,2016-05-22,5,0,none
1193,70.9565037536622,1.26999998092651,0,68.5416666666666667,87063,2016-05-23,5,1,none
2032,70.8379942975726,0.759999990463257,0,50.7142857142857143,72653,2016-05-24,5,2,none
1361,67.1188567243304,4.62999999523163,0,54.7380952380952381,73755,2016-05-25,5,3,none
1826,69.1862861851284,14.2200000286102,0,52.7142857142857143,76303,2016-05-26,5,4,none
1006,63.9992875453405,6.72000002861023,0,76.2857142857142857,70662,2016-05-27,5,5,none
1105,62.0565699114119,2.41499996185303,0,79.9285714285714286,51961,2016-05-28,5,6,none
1572,66.942909490412,1.45000004768372,0,61.7954545454545455,51065,2016-05-29,5,0,none
2500,68.6672855050224,0.25,0,37.5238095238095238,43899,2016-05-30,5,1,Memorial Day
1157,67.5212859235492,0.909999996423721,0,72.3095238095238095,72658,2016-05-31,5,2,none
1556,60.9067159598215,0,0,53.9047619047619048,74392,2016-06-01,6,3,none
2178,62.1272852434431,0,0,47.7380952380952381,75172,2016-06-02,6,4,none
1086,63.1152500915528,7.3299999833107,0,69.2500000000000000,91895,2016-06-03,6,5,none
1776,63.0860012817383,4.8199999332428,0,76.6666666666666667,74208,2016-06-04,6,6,none
2875,67.4345043945313,0.899999976158142,0,21.0833333333333333,65472,2016-06-05,6,0,none
1412,62.4845043945313,0.25,0,44.2916666666666667,85953,2016-06-06,6,1,none
2046,60.2967442321778,0,0,21.7916666666666667,90583,2016-06-07,6,2,none
1907,64.6182438659668,0,0,3.0833333333333333,93349,2016-06-08,6,3,none
1614,71.3847554016114,33.6799999475479,0,25.0000000000000000,91163,2016-06-09,6,4,none
1547,76.8987522888184,0,0,9.0000000000000000,92121,2016-06-10,6,5,none
1839,77.8669979858399,0,0,9.0000000000000000,68692,2016-06-11,6,6,none
1598,70.5604969787598,0.509999990463257,0,18.6666666666666667,61953,2016-06-12,6,0,none
1358,69.0552510070801,1.51999998092651,0,46.3333333333333333,85530,2016-06-13,6,1,none
1092,66.1857434082032,20.6400002241135,0,81.5000000000000000,86753,2016-06-14,6,2,none
1837,67.5180508422852,0.5,0,65.3333333333333333,92039,2016-06-15,6,3,none
1964,69.7115010070801,0,0,0.33333333333333333333,94233,2016-06-16,6,4,none
1742,72.3754978942871,0.300000011920929,0,1.5000000000000000,93219,2016-06-17,6,5,none
1793,74.7349949645997,0,0,42.3333333333333333,82409,2016-06-18,6,6,none
1513,80.152250366211,0,0,22.0000000000000000,72216,2016-06-19,6,0,none
1846,70.3250004577637,2.53999996185303,0,14.0000000000000000,87516,2016-06-20,6,1,none
2233,68.7297512817383,0,0,11.0000000000000000,90541,2016-06-21,6,2,none
1547,73.2784962463379,0,0,49.0000000000000000,92755,2016-06-22,6,3,none
1782,65.9509953308106,0.600000023841858,0,55.1666666666666667,95360,2016-06-23,6,4,none
1870,69.8067456054688,0,0,32.7083333333333333,91856,2016-06-24,6,5,none
1389,80.6277500915528,0,0,48.3750000000000000,69344,2016-06-25,6,6,none
1823,75.8255001831055,0,0,12.9583333333333333,61143,2016-06-26,6,0,none
1866,67.9850018310547,0.600000023841858,0,40.6250000000000000,78893,2016-06-27,6,1,none
2143,65.3697476196289,0,0,33.9583333333333333,82587,2016-06-28,6,2,none
2151,67.0956924040422,0,0,32.2826086956521739,79679,2016-06-29,6,3,none
1499,67.4217510986329,1.51999998092651,0,41.3750000000000000,80726,2016-06-30,6,4,none
1815,62.4837513732911,0,0,29.6250000000000000,79556,2016-07-01,7,5,none
1664,67.0632557678223,0,0,45.7083333333333333,56401,2016-07-02,7,6,none
1588,69.3200032043458,0,0,23.2500000000000000,51552,2016-07-03,7,0,none
1884,69.6050022888184,0,0,48.3333333333333333,46678,2016-07-04,7,1,Independence Day
1275,73.4322476196289,15.7499997615814,0,65.2916666666666667,73879,2016-07-05,7,2,none
2089,73.4457493591309,0,0,41.7500000000000000,80916,2016-07-06,7,3,none
1465,72.2885021972657,3.04999995231628,0,68.4583333333333333,81241,2016-07-07,7,4,none
1690,70.1382511901856,0.759999990463257,0,56.6250000000000000,80076,2016-07-08,7,5,none
2135,70.7330006408692,0,0,13.1666666666666667,50731,2016-07-09,7,6,none
1507,72.8539959716797,15.6200001239777,0,74.6250000000000000,59162,2016-07-10,7,0,none
1373,76.9842488098145,9831.80980467796,0,81.8750000000000000,76728,2016-07-11,7,1,none
2071,75.7425684465681,2.09999990463257,0,42.5238095238095238,67196,2016-07-12,7,2,none
1970,75.2329976981027,0,0,10.4761904761904762,67869,2016-07-13,7,3,none
1482,67.9300198364258,0,0,61.0000000000000000,83446,2016-07-14,7,4,none
1738,63.4286740112305,0,0,59.5000000000000000,83493,2016-07-15,7,5,none
1959,66.3862965393067,0,0,39.5000000000000000,65154,2016-07-16,7,6,none
1707,70.5265354919434,0,0,46.5000000000000000,57320,2016-07-17,7,0,none
2096,68.7870495605469,0,0,47.0000000000000000,77057,2016-07-18,7,1,none
1989,76.5284008789063,0,0,0.00000000000000000000,78264,2016-07-19,7,2,none
1525,82.4492741394043,0,0,5.5000000000000000,81339,2016-07-20,7,3,none
1358,81.4398503112793,6.02000021934509,0,38.7083333333333333,81843,2016-07-21,7,4,none
1511,80.8212536621094,0,0,15.0833333333333333,71488,2016-07-22,7,5,none
1036,73.2117520141602,45.5399997234344,0,53.3750000000000000,6654,2016-07-23,7,6,none
1958,76.3580029296875,1.01999998092651,0,52.1250000000000000,22271,2016-07-24,7,0,none
1975,74.6705006408692,0.899999976158142,0,5.7500000000000000,78885,2016-07-25,7,1,none
1923,77.8437527465821,0,0,32.4583333333333333,80268,2016-07-26,7,2,none
1178,72.9785008239746,8.71999979019165,0,86.2500000000000000,80174,2016-07-27,7,3,none
1630,68.3465046691895,0,0,80.2083333333333333,82096,2016-07-28,7,4,none
1815,68.0059994506836,0.300000011920929,0,44.0000000000000000,76696,2016-07-29,7,5,none
1553,69.9282521057129,0,0,65.2500000000000000,53403,2016-07-30,7,6,none
1694,73.6759953308106,0,0,57.5416666666666667,51310,2016-07-31,7,0,none
1778,75.8495007324219,0.300000011920929,0,54.2083333333333333,78929,2016-08-01,8,1,none
1776,78.4729992675781,0,0,45.9166666666666667,83646,2016-08-02,8,2,none
1776,79.0054951477051,0.600000023841858,0,14.3750000000000000,80932,2016-08-03,8,3,none
1292,74.6622448730469,30.8100001513958,0,29.1666666666666667,83903,2016-08-04,8,4,none
1775,68.4732456970215,0,0,1.00000000000000000000,86389,2016-08-05,8,5,none
1710,68.3150036621094,0,0,0.00000000000000000000,75179,2016-08-06,8,6,none
1816,70.0850018310547,0,0,20.5000000000000000,67893,2016-08-07,8,0,none
1858,71.7199963378907,0,0,7.3333333333333333,79902,2016-08-08,8,1,none
1717,78.7154011535645,0.900000035762787,0,36.0000000000000000,82965,2016-08-09,8,2,none
1364,77.403496246338,30.3399999141693,0,16.0000000000000000,80712,2016-08-10,8,3,none
1229,72.6012509155274,30.309999704361,0,56.5000000000000000,85267,2016-08-11,8,4,none
1263,70.8259953308106,16.5999997854233,0,58.5000000000000000,82437,2016-08-12,8,5,none
1717,69.8540005493165,1.70000004768372,0,5.3333333333333333,63649,2016-08-13,8,6,none
1725,69.7610035705567,0,0,10.5000000000000000,58705,2016-08-14,8,0,none
1858,70.5312504577637,0,0,5.0000000000000000,78747,2016-08-15,8,1,none
1390,71.5182530212403,39.1399998962879,0,11.5000000000000000,79830,2016-08-16,8,2,none
1917,71.9269970703125,1.14999997615814,0,1.3333333333333333,82589,2016-08-17,8,3,none
1494,71.3134976196289,6.39999994635582,0,7.6666666666666667,82139,2016-08-18,8,4,none
1088,68.3772457885743,12.9299998283386,0,74.3333333333333333,85417,2016-08-19,8,5,none
723,62.033751373291,8.22999987006187,0,73.0833333333333333,63574,2016-08-20,8,6,none
1952,63.2187481689454,0,0,18.9583333333333333,59222,2016-08-21,8,0,none
1667,70.0339978027344,0,0,5.7083333333333333,81092,2016-08-22,8,1,none
1507,73.3377514648438,36.4199994802475,0,15.7500000000000000,82125,2016-08-23,8,2,none
1599,70.746560297427,1.52999997138977,0,55.7826086956521739,79727,2016-08-24,8,3,none
1727,65.1327450561524,0,0,17.3750000000000000,86688,2016-08-25,8,4,State Fair
1588,63.0365101623536,0,0,10.4166666666666667,85604,2016-08-26,8,5,none
986,63.1895016479492,6.65000015497208,0,59.2500000000000000,63627,2016-08-27,8,6,none
1666,69.7460026550293,0.5,0,49.0000000000000000,60094,2016-08-28,8,0,none
1558,75.5900036621094,5.59000015258789,0,20.9166666666666667,76885,2016-08-29,8,1,none
1798,69.8967533874512,13.4599997997284,0,28.6666666666666667,83882,2016-08-30,8,2,none
1843,65.3997563171387,0,0,7.4583333333333333,75614,2016-08-31,8,3,none
1805,62.8537077985491,0,0,11.0000000000000000,68567,2016-09-01,9,4,none
1767,63.7587536621094,0,0,19.0000000000000000,83832,2016-09-02,9,5,none
1433,65.5812550354004,0.300000011920929,0,2.6250000000000000,62921,2016-09-03,9,6,none
1414,68.4904988098145,0,0,42.5416666666666667,60643,2016-09-04,9,0,none
1647,71.3405056762696,21.1399999856949,0,59.6250000000000000,51637,2016-09-05,9,1,Labor Day
977,73.26125,23.42999958992,0,49.0833333333333333,75970,2016-09-06,9,2,none
1228,70.2064991760254,1.09000000357628,0,69.5000000000000000,76756,2016-09-07,9,3,none
1895,68.3495007324219,0,0,15.1250000000000000,82922,2016-09-08,9,4,none
1235,65.8925045776368,4.34999990463257,0,34.5833333333333333,86635,2016-09-09,9,5,none
1534,62.5467510986328,0,0,15.2916666666666667,75041,2016-09-10,9,6,none
3410,65.8009999084473,0,0,1.7916666666666667,64885,2016-09-11,9,0,none
1557,68.0360058593751,0,0,35.3750000000000000,78604,2016-09-12,9,1,none
1565,59.0922512817383,0.300000011920929,0,30.9583333333333333,83667,2016-09-13,9,2,none
1597,56.405,0,0,2.9166666666666667,83634,2016-09-14,9,3,none
1176,62.3562481689453,15.259999871254,0,73.0416666666666667,82566,2016-09-15,9,4,none
1250,65.6645039367676,2.82999992370605,0,63.4583333333333333,82486,2016-09-16,9,5,none
1332,61.8529965209961,0.25,0,29.1250000000000000,71282,2016-09-17,9,6,none
1704,65.8170880126954,0,0,7.7272727272727273,57585,2016-09-18,9,0,none
1629,67.2725018310547,0.25,0,4.1666666666666667,79612,2016-09-19,9,1,none
1673,64.5862669836957,0,0,24.5217391304347826,78677,2016-09-20,9,2,none
939,63.7682799231488,21.6800000667572,0,61.0434782608695652,80305,2016-09-21,9,3,none
1147,62.2100041198731,13.2900002002716,0,88.8333333333333333,81702,2016-09-22,9,4,none
1110,61.5672512817383,15.1300001144409,0,83.1666666666666667,81659,2016-09-23,9,5,none
1140,65.768745880127,0,0,73.8333333333333333,70968,2016-09-24,9,6,none
988,61.9426125169837,6.71499991416931,0,64.0000000000000000,57460,2016-09-25,9,0,none
1223,55.5432553100586,0,0,32.8333333333333333,79103,2016-09-26,9,1,none
985,51.7577394170347,0.530000001192093,0,47.6521739130434783,74279,2016-09-27,9,2,none
1152,53.8077496337891,0,0,54.5000000000000000,81510,2016-09-28,9,3,none
1466,54.4587422180176,0.25,0,1.00000000000000000000,83224,2016-09-29,9,4,none
1460,57.3597462463379,0,0,9.3333333333333333,84969,2016-09-30,9,5,none
1502,59.4844998168946,0,0,14.0000000000000000,68254,2016-10-01,10,6,none
1562,59.6389950561524,0,0,6.0000000000000000,59810,2016-10-02,10,0,none
1542,62.3427464294434,0,0,1.00000000000000000000,78844,2016-10-03,10,1,none
1139,63.3822476196289,5.2899999320507,0,61.0000000000000000,83054,2016-10-04,10,2,none
1241,57.2040470886231,13.9400001764297,0,32.5000000000000000,83459,2016-10-05,10,3,none
1126,51.5771794128418,0,0,30.1666666666666667,81872,2016-10-06,10,4,none
947,42.5617672066067,0,0,41.9130434782608696,79604,2016-10-07,10,5,none
908,39.3711201808764,0,0,9.4782608695652174,70308,2016-10-08,10,6,none
1253,43.0799302076257,0,0,0.00000000000000000000,59740,2016-10-09,10,0,none
1641,59.9425705884851,0,0,13.0434782608695652,74469,2016-10-10,10,1,Columbus Day
1329,65.2765950012208,0,0,44.5000000000000000,81784,2016-10-11,10,2,none
960,45.0693592834473,0,0,57.0000000000000000,79022,2016-10-12,10,3,none
1090,39.3676266479493,0,0,0.00000000000000000000,84043,2016-10-13,10,4,none
1114,54.2534796938689,0,0,15.8260869565217391,82427,2016-10-14,10,5,none
1060,67.03978805542,0,0,80.8000000000000000,52149,2016-10-15,10,6,none
1353,59.1292756236684,0,0,46.9090909090909091,56378,2016-10-16,10,0,none
1142,61.7479260253906,0,0,51.0000000000000000,79954,2016-10-17,10,1,none
1496,53.7729527282715,0,0,12.3333333333333333,83107,2016-10-18,10,2,none
1284,47.0966021173651,0,0,10.7272727272727273,74712,2016-10-19,10,3,none
1051,39.4031233295642,0,0,16.2105263157894737,69895,2016-10-20,10,4,none
1035,42.1127153744905,0,0,34.9565217391304348,81187,2016-10-21,10,5,none
1169,47.702339397928,0,0,1.0434782608695652,61191,2016-10-22,10,6,none
853,49.6465176391602,0,0,5.5000000000000000,60814,2016-10-23,10,0,none
1217,39.8624096679688,0,0,6.0000000000000000,77637,2016-10-24,10,1,none
864,45.1069187927246,0,0,81.0000000000000000,79044,2016-10-25,10,2,none
861,43.1987034606934,0,0,90.0000000000000000,79207,2016-10-26,10,3,none
1041,42.7237301635743,0,0,43.5000000000000000,84421,2016-10-27,10,4,none
1370,56.6883625793457,0,0,35.0000000000000000,85816,2016-10-28,10,5,none
840,50.4603504943848,0,0,79.5000000000000000,66605,2016-10-29,10,6,none
664,40.2964245605469,0,0,11.5000000000000000,52869,2016-10-30,10,0,none
945,49.7700588989258,0,0,62.0000000000000000,77403,2016-10-31,10,1,none
1284,52.8046910095215,0,0,6.2083333333333333,83787,2016-11-01,11,2,none
1167,47.7327450561524,0,0,55.7083333333333333,81076,2016-11-02,11,3,none
1327,49.6715046691895,0,0,11.1250000000000000,87164,2016-11-03,11,4,none
1458,50.1769970703125,0,0,3.3750000000000000,84387,2016-11-04,11,5,none
1486,52.3362500000001,0,0,3.4166666666666667,64961,2016-11-05,11,6,none
1188,55.9583702850342,0,0,1.7916666666666667,52582,2016-11-06,11,0,none
1130,54.5382489013672,0,0,51.1250000000000000,78260,2016-11-07,11,1,none
1293,47.472497253418,0,0,2.5833333333333333,79389,2016-11-08,11,2,none
1094,45.1159985351563,0,0,9.5000000000000000,82829,2016-11-09,11,3,none
1325,53.1259953308106,0,0,1.00000000000000000000,82784,2016-11-10,11,4,none
867,41.5115010070801,0,0,2.6250000000000000,82612,2016-11-11,11,5,Veterans Day
802,41.4319989013672,0,0,1.00000000000000000000,63519,2016-11-12,11,6,none
989,49.3294934082032,0,0,1.00000000000000000000,50791,2016-11-13,11,0,none
1004,44.5737477111817,0,0,42.5416666666666667,77763,2016-11-14,11,1,none
1171,42.9019947814942,0,0,38.9166666666666667,83733,2016-11-15,11,2,none
1206,46.4112545776368,0,0,16.5833333333333333,80097,2016-11-16,11,3,none
1082,50.3089978027344,0,0,54.1250000000000000,86824,2016-11-17,11,4,none
529,39.5539959716797,0,0,85.2083333333333333,76314,2016-11-18,11,5,none
461,28.2169956970215,0,0,53.6666666666666667,65048,2016-11-19,11,6,none
388,25.5469952392579,0,0,36.5000000000000000,53556,2016-11-20,11,0,none
937,29.3082470703125,0,0,6.0416666666666667,78376,2016-11-21,11,1,none
664,33.5937435913086,0,0,71.4583333333333333,73939,2016-11-22,11,2,none
577,34.1569966125489,0,0,90.0000000000000000,75985,2016-11-23,11,3,none
229,34.4013531494141,0,0,89.3181818181818182,41836,2016-11-24,11,4,Thanksgiving Day
409,34.2199940490723,0,0,81.3333333333333333,56444,2016-11-25,11,5,none
549,34.1997425842286,0,0,9.1250000000000000,55254,2016-11-26,11,6,none
428,34.4434971618653,0,0,79.8750000000000000,55194,2016-11-27,11,0,none
672,46.5409985351563,0,0,79.0000000000000000,74811,2016-11-28,11,1,none
825,36.260754852295,0,0,89.3750000000000000,79600,2016-11-29,11,2,none
691,36.3169956970215,0,0,90.0000000000000000,79836,2016-11-30,11,3,none
837,35.4769970703125,0,0,90.0000000000000000,84635,2016-12-01,12,4,none
856,31.3813417119566,0,0,90.0000000000000000,87541,2016-12-02,12,5,none
760,30.4279919433594,0,0,77.9583333333333333,72361,2016-12-03,12,6,none
415,33.9007035609655,0,0,86.9047619047619048,47772,2016-12-04,12,0,none
717,33.8003950301461,0,0,51.3695652173913043,80614,2016-12-05,12,1,none
593,25.4778641856801,0,0,87.4545454545454545,77163,2016-12-06,12,2,none
671,18.2107111467634,0,0,83.2380952380952381,74750,2016-12-07,12,3,none
749,20.2392437744141,0,0,73.0000000000000000,87975,2016-12-08,12,4,none
779,14.7574963378907,0,0,68.8750000000000000,93718,2016-12-09,12,5,none
454,8.90225036621098,0,0,58.6250000000000000,67279,2016-12-10,12,6,none
286,17.1267391967774,0,0,82.1250000000000000,44422,2016-12-11,12,0,none
416,5.11549194335942,0,0,61.7916666666666667,76750,2016-12-12,12,1,none
453,0.351949386596721,0,0,3.7500000000000000,87343,2016-12-13,12,2,none
505,4.59649780273442,0,0,11.5416666666666667,86366,2016-12-14,12,3,none
615,-2.65449821472164,0,0,26.0416666666666667,87303,2016-12-15,12,4,none
367,9.3178553118025,0,0,90.0000000000000000,61561,2016-12-16,12,5,none
332,3.47824752807621,0,0,48.1250000000000000,49459,2016-12-17,12,6,none
247,-12.0258591570173,0,0,5.0952380952380952,40344,2016-12-18,12,0,none
594,13.8777523803711,0,0,20.2500000000000000,78313,2016-12-19,12,1,none
711,30.5209980773926,0,0,12.7916666666666667,88534,2016-12-20,12,2,none
623,32.743990020752,0,0,60.3333333333333333,85402,2016-12-21,12,3,none
586,28.345242767334,0,0,4.9166666666666667,84920,2016-12-22,12,4,none
492,32.9967419433594,0,0,59.7083333333333333,70610,2016-12-23,12,5,none
278,33.7437527465821,0,0,90.0000000000000000,53815,2016-12-24,12,6,none
133,33.7632489013672,0,0,90.0000000000000000,34875,2016-12-25,12,0,none
258,25.2409916687012,0,0,86.4583333333333333,51842,2016-12-26,12,1,Christmas Day
467,19.2889996337891,0,0,55.2083333333333333,75618,2016-12-27,12,2,none
510,28.6384976196289,0,0,35.6250000000000000,81022,2016-12-28,12,3,none
529,28.804993133545,0,0,61.9166666666666667,82366,2016-12-29,12,4,none
476,23.3179974365235,0,0,49.7500000000000000,81734,2016-12-30,12,5,none
374,24.5232502746582,0,0,43.9583333333333333,64473,2016-12-31,12,6,none
353,26.4874935913086,0,0,42.2500000000000000,51063,2017-01-01,1,0,none
349,29.6569966125489,0,0,90.0000000000000000,50186,2017-01-02,1,1,New Years Day
545,17.1612477111817,0,0,45.0833333333333333,78928,2017-01-03,1,2,none
508,-1.28575279235836,0,0,13.2916666666666667,80464,2017-01-04,1,3,none
545,-3.30849945068355,0,0,40.3333333333333333,82528,2017-01-05,1,4,none
552,-4.03825485229488,0,0,13.9583333333333333,85821,2017-01-06,1,5,none
358,1.72249839782719,0,0,3.9583333333333333,65994,2017-01-07,1,6,none
305,4.78699844360356,0,0,37.0000000000000000,55603,2017-01-08,1,0,none
604,20.125997619629,0,0,82.1250000000000000,75302,2017-01-09,1,1,none
342,19.4217442321778,0,0,46.0416666666666667,64941,2017-01-10,1,2,none
401,5.82800338745121,0,0,67.5000000000000000,71110,2017-01-11,1,3,none
437,5.14924514770512,0,0,39.4166666666666667,86570,2017-01-12,1,4,none
407,-1.92025444030757,0,0,55.1250000000000000,87355,2017-01-13,1,5,none
336,10.6407521057129,0,0,8.7916666666666667,66050,2017-01-14,1,6,none
338,12.9672512817383,0,0,7.3333333333333333,55793,2017-01-15,1,0,none
357,22.4442501831055,0,0,51.6666666666666667,68574,2017-01-16,1,1,Martin Luther King Jr Day
675,31.3775013732911,0,0,80.2500000000000000,81882,2017-01-17,1,2,none
654,32.212251739502,0,0,13.1250000000000000,85878,2017-01-18,1,3,none
629,34.7869961547852,0,0,30.4583333333333333,90093,2017-01-19,1,4,none
619,35.7222370910645,0,0,90.0000000000000000,87391,2017-01-20,1,5,none
681,35.678747253418,0,0,90.0000000000000000,71375,2017-01-21,1,6,none
377,35.9374890136719,0,0,90.0000000000000000,57311,2017-01-22,1,0,none
667,33.7999981689454,0,0,90.0000000000000000,80749,2017-01-23,1,1,none
706,32.1274235534668,0,0,65.8333333333333333,83661,2017-01-24,1,2,none
625,28.8971707153321,0,0,90.1666666666666667,81531,2017-01-25,1,3,none
665,27.4287518310547,0,0,89.3750000000000000,90924,2017-01-26,1,4,none
592,24.3949963378907,0,0,44.5000000000000000,91525,2017-01-27,1,5,none
562,25.9714978027344,0,0,70.8333333333333333,72645,2017-01-28,1,6,none
395,23.5287426757813,0,0,51.0416666666666667,58191,2017-01-29,1,0,none
581,26.1454960632325,0,0,64.4166666666666667,77282,2017-01-30,1,1,none
661,34.3452496337891,0,0,71.7500000000000000,84757,2017-01-31,1,2,none
591,17.26099899292,0,0,19.0000000000000000,86747,2017-02-01,2,3,none
555,11.2287518310547,0,0,10.8750000000000000,87064,2017-02-02,2,4,none
634,12.9747471618653,0,0,2.0000000000000000,92496,2017-02-03,2,5,none
594,24.6627468872071,0,0,51.7500000000000000,72726,2017-02-04,2,6,none
376,22.0145016479493,0,0,42.7916666666666667,58130,2017-02-05,2,0,none
659,23.8100018310547,0,0,36.2083333333333333,82586,2017-02-06,2,1,none
553,23.6202496337891,0,0,72.3750000000000000,79753,2017-02-07,2,2,none
565,7.11799514770512,0,0,17.2916666666666667,90967,2017-02-08,2,3,none
579,11.0217419433594,0,0,17.8750000000000000,88847,2017-02-09,2,4,none
725,31.2859875488282,0,0,27.8750000000000000,85539,2017-02-10,2,5,none
633,38.3712559509278,0,0,34.9166666666666667,67696,2017-02-11,2,6,none
458,34.0692501831055,0,0,9.9166666666666667,60533,2017-02-12,2,0,none
784,32.9101170349121,0,0,1.00000000000000000000,57793,2017-02-13,2,1,none
735,29.9874417777684,0,0,6.7826086956521739,89002,2017-02-14,2,2,none
824,23.0115406799317,0,0,1.6666666666666667,88218,2017-02-15,2,3,none
824,31.438699798584,0,0,28.5000000000000000,91959,2017-02-16,2,4,none
1094,41.7418339538575,0,0,1.00000000000000000000,92271,2017-02-17,2,5,none
1116,41.5231945800782,0,0,8.8333333333333333,73680,2017-02-18,2,6,none
1018,45.6738453674317,0,0,45.5000000000000000,62846,2017-02-19,2,0,none
387,53.8892018127442,0,0,76.1666666666666667,74482,2017-02-20,2,1,Washingtons Birthday
1142,47.9572033691407,0,0,28.9444444444444444,67409,2017-02-21,2,2,none
1077,43.8342488098145,0,0,59.6666666666666667,85758,2017-02-22,2,3,none
731,32.6464978027344,0,0,75.4583333333333333,93391,2017-02-23,2,4,none
565,25.8117497253418,0,0,61.9166666666666667,84391,2017-02-24,2,5,none
499,23.6239964294434,0,0,25.5416666666666667,72214,2017-02-25,2,6,none
430,29.0194943237305,0,0,50.0416666666666667,61533,2017-02-26,2,0,none
825,33.496244506836,0,0,57.5000000000000000,88063,2017-02-27,2,1,none
786,37.4420025634766,0,0,75.4583333333333333,90449,2017-02-28,2,2,none
616,29.8572453308106,0,0,82.5000000000000000,81482,2017-03-01,3,3,none
546,22.5919956970215,0,0,18.0416666666666667,91641,2017-03-02,3,4,none
670,21.1189991760254,0,0,41.7083333333333333,94073,2017-03-03,3,5,none
607,33.4497494506836,0,0,20.6666666666666667,71544,2017-03-04,3,6,none
935,45.7722485351563,0,0,50.1666666666666667,63844,2017-03-05,3,0,none
673,52.986494140625,0,0,69.6666666666666667,84127,2017-03-06,3,1,none
722,37.763748626709,0,0,48.2083333333333333,90211,2017-03-07,3,2,none
630,28.5252537536622,0,0,44.5000000000000000,91566,2017-03-08,3,3,none
789,25.2875004577637,0,0,44.7500000000000000,95650,2017-03-09,3,4,none
589,11.8992474365235,0,0,5.8750000000000000,96325,2017-03-10,3,5,none
543,14.0719998168946,0,0,45.7916666666666667,79052,2017-03-11,3,6,none
356,16.4448602029552,0,0,56.3913043478260870,55295,2017-03-12,3,0,none
480,19.5768688964844,0,0,41.3043478260869565,74206,2017-03-13,3,1,none
560,16.8597439575196,0,0,1.7916666666666667,85843,2017-03-14,3,2,none
597,22.1845168669328,0,0,4.3913043478260870,84046,2017-03-15,3,3,none
706,31.3902455139161,0,0,52.0416666666666667,92772,2017-03-16,3,4,none
961,36.1572453308106,0,0,69.1250000000000000,93669,2017-03-17,3,5,none
609,33.1122471618653,0,0,54.8750000000000000,74675,2017-03-18,3,6,none
719,39.4114918518067,0,0,16.8333333333333333,62760,2017-03-19,3,0,none
954,44.0037518310547,0,0,30.5000000000000000,83702,2017-03-20,3,1,none
783,32.2786070715863,0,0,1.00000000000000000000,85788,2017-03-21,3,2,none
796,29.2789959716797,0,0,36.7083333333333333,88951,2017-03-22,3,3,none
662,37.8087467956543,0,0,87.3750000000000000,92481,2017-03-23,3,4,none
702,39.3822499084473,0,0,90.1666666666666667,91739,2017-03-24,3,5,none
710,39.0694989013672,0,0,90.0000000000000000,72096,2017-03-25,3,6,none
580,38.4777478027344,0,0,90.0000000000000000,58784,2017-03-26,3,0,none
1128,44.2557484436036,0,0,56.2083333333333333,87954,2017-03-27,3,1,none
1324,45.661243133545,0,0,7.0000000000000000,91220,2017-03-28,3,2,none
1074,43.0819989013672,0,0,54.2916666666666667,89760,2017-03-29,3,3,none
879,42.9154965209961,0,0,89.3750000000000000,93986,2017-03-30,3,4,none
1073,43.0662403869629,0,0,42.4166666666666667,94803,2017-03-31,3,5,none
1524,47.7777523803711,0,0,15.2500000000000000,74989,2017-04-01,4,6,none
600,46.6309994506836,0,0,59.4583333333333333,62764,2017-04-02,4,0,none
806,48.8532406616211,0,0,84.4166666666666667,81879,2017-04-03,4,1,none
1379,51.0462467956543,0,0,24.5416666666666667,89227,2017-04-04,4,2,none
1081,44.8617451477051,0,0,36.3750000000000000,89737,2017-04-05,4,3,none
1181,43.1036451522164,0,0,2.8695652173913043,86714,2017-04-06,4,4,none
1208,45.4146873407779,0,0,15.5652173913043478,88187,2017-04-07,4,5,none
1645,57.7054928588867,0,0,23.2083333333333333,69220,2017-04-08,4,6,none
1003,59.8925,0,0,55.1250000000000000,60653,2017-04-09,4,0,none
679,43.3842465209961,0,0,81.7083333333333333,82964,2017-04-10,4,1,none
971,40.0722462463379,0,0,53.0000000000000000,88620,2017-04-11,4,2,none
871,45.8570011901856,0,0,63.3750000000000000,88790,2017-04-12,4,3,none
1144,49.6431724638098,0,0,86.1764705882352941,67128,2017-04-13,4,4,none
920,54.2929974365235,0,0,64.3333333333333333,92494,2017-04-14,4,5,none
885,60.0634999084473,0,0,80.4583333333333333,68173,2017-04-15,4,6,none
1132,55.124751739502,0,0,15.7500000000000000,62346,2017-04-16,4,0,none
1428,50.1799977111817,0,0,30.0833333333333333,88022,2017-04-17,4,1,none
834,51.9447499084473,0,0,77.0000000000000000,88135,2017-04-18,4,2,none
922,46.2455006408692,0,0,79.8750000000000000,87598,2017-04-19,4,3,none
915,43.538748626709,0,0,77.1666666666666667,91406,2017-04-20,4,4,none
1500,48.2817478942872,0,0,13.5000000000000000,95592,2017-04-21,4,5,none
2332,53.059997253418,0,0,5.0833333333333333,78104,2017-04-22,4,6,none
1664,54.8479992675782,0,0,23.0000000000000000,62583,2017-04-23,4,0,none
1134,58.3302487182617,0,0,44.8750000000000000,85812,2017-04-24,4,1,none
926,56.7784985351563,0,0,83.9583333333333333,86606,2017-04-25,4,2,none
674,39.0762509155274,0,0,90.0000000000000000,86847,2017-04-26,4,3,none
