daily_non_vehicle_traffic,avg_temp_f_daily,total_rain_mm_daily,total_snow_mm_daily,avg_cloud_percent_daily,total_vehicle_volume_daily,date,month,day_of_week,holiday
1958,76.4,1.0,0.0,52.1,22271,7/24/2016,7,0,none
1975,74.7,0.9,0.0,5.8,78885,7/25/2016,7,1,none
1923,77.8,0.0,0.0,32.5,80268,7/26/2016,7,2,none
1178,73.0,8.7,0.0,86.2,80174,7/27/2016,7,3,none
1630,68.3,0.0,0.0,80.2,82096,7/28/2016,7,4,none
1815,68.0,0.3,0.0,44.0,76696,7/29/2016,7,5,none
1553,69.9,0.0,0.0,65.2,53403,7/30/2016,7,6,none
1694,73.7,0.0,0.0,57.5,51310,7/31/2016,7,0,none
1778,75.8,0.3,0.0,54.2,78929,8/1/2016,8,1,none
1776,78.5,0.0,0.0,45.9,83646,8/2/2016,8,2,none
1776,79.0,0.6,0.0,14.4,80932,8/3/2016,8,3,none
1292,74.7,30.8,0.0,29.2,83903,8/4/2016,8,4,none
1775,68.5,0.0,0.0,1.0,86389,8/5/2016,8,5,none
1710,68.3,0.0,0.0,0.0,75179,8/6/2016,8,6,none
1816,70.1,0.0,0.0,20.5,67893,8/7/2016,8,0,none
1858,71.7,0.0,0.0,7.3,79902,8/8/2016,8,1,none
1717,78.7,0.9,0.0,36.0,82965,8/9/2016,8,2,none
1364,77.4,30.3,0.0,16.0,80712,8/10/2016,8,3,none
1229,72.6,30.3,0.0,56.5,85267,8/11/2016,8,4,none
1263,70.8,16.6,0.0,58.5,82437,8/12/2016,8,5,none
1717,69.9,1.7,0.0,5.3,63649,8/13/2016,8,6,none
1725,69.8,0.0,0.0,10.5,58705,8/14/2016,8,0,none
1858,70.5,0.0,0.0,5.0,78747,8/15/2016,8,1,none
1390,71.5,39.1,0.0,11.5,79830,8/16/2016,8,2,none
1917,71.9,1.1,0.0,1.3,82589,8/17/2016,8,3,none
1494,71.3,6.4,0.0,7.7,82139,8/18/2016,8,4,none
1088,68.4,12.9,0.0,74.3,85417,8/19/2016,8,5,none
723,62.0,8.2,0.0,73.1,63574,8/20/2016,8,6,none
1952,63.2,0.0,0.0,19.0,59222,8/21/2016,8,0,none
1667,70.0,0.0,0.0,5.7,81092,8/22/2016,8,1,none
1507,73.3,36.4,0.0,15.8,82125,8/23/2016,8,2,none
1599,70.7,1.5,0.0,55.8,79727,8/24/2016,8,3,none
1727,65.1,0.0,0.0,17.4,86688,8/25/2016,8,4,State Fair
1588,63.0,0.0,0.0,10.4,85604,8/26/2016,8,5,none
986,63.2,6.7,0.0,59.2,63627,8/27/2016,8,6,none
1666,69.7,0.5,0.0,49.0,60094,8/28/2016,8,0,none
1558,75.6,5.6,0.0,20.9,76885,8/29/2016,8,1,none
1798,69.9,13.5,0.0,28.7,83882,8/30/2016,8,2,none
1843,65.4,0.0,0.0,7.5,75614,8/31/2016,8,3,none
1805,62.9,0.0,0.0,11.0,68567,9/1/2016,9,4,none
1767,63.8,0.0,0.0,19.0,83832,9/2/2016,9,5,none
1433,65.6,0.3,0.0,2.6,62921,9/3/2016,9,6,none
1414,68.5,0.0,0.0,42.5,60643,9/4/2016,9,0,none
1647,71.3,21.1,0.0,59.6,51637,9/5/2016,9,1,Labor Day
977,73.3,23.4,0.0,49.1,75970,9/6/2016,9,2,none
1228,70.2,1.1,0.0,69.5,76756,9/7/2016,9,3,none
1895,68.3,0.0,0.0,15.1,82922,9/8/2016,9,4,none
1235,65.9,4.3,0.0,34.6,86635,9/9/2016,9,5,none
1534,62.5,0.0,0.0,15.3,75041,9/10/2016,9,6,none
3410,65.8,0.0,0.0,1.8,64885,9/11/2016,9,0,none
1557,68.0,0.0,0.0,35.4,78604,9/12/2016,9,1,none
1565,59.1,0.3,0.0,31.0,83667,9/13/2016,9,2,none
1597,56.4,0.0,0.0,2.9,83634,9/14/2016,9,3,none
1176,62.4,15.3,0.0,73.0,82566,9/15/2016,9,4,none
1250,65.7,2.8,0.0,63.5,82486,9/16/2016,9,5,none
1332,61.9,0.2,0.0,29.1,71282,9/17/2016,9,6,none
1704,65.8,0.0,0.0,7.7,57585,9/18/2016,9,0,none
1629,67.3,0.2,0.0,4.2,79612,9/19/2016,9,1,none
1673,64.6,0.0,0.0,24.5,78677,9/20/2016,9,2,none
939,63.8,21.7,0.0,61.0,80305,9/21/2016,9,3,none
1147,62.2,13.3,0.0,88.8,81702,9/22/2016,9,4,none
1110,61.6,15.1,0.0,83.2,81659,9/23/2016,9,5,none
1140,65.8,0.0,0.0,73.8,70968,9/24/2016,9,6,none
988,61.9,6.7,0.0,64.0,57460,9/25/2016,9,0,none
1223,55.5,0.0,0.0,32.8,79103,9/26/2016,9,1,none
985,51.8,0.5,0.0,47.7,74279,9/27/2016,9,2,none
1152,53.8,0.0,0.0,54.5,81510,9/28/2016,9,3,none
1466,54.5,0.2,0.0,1.0,83224,9/29/2016,9,4,none
1460,57.4,0.0,0.0,9.3,84969,9/30/2016,9,5,none
1502,59.5,0.0,0.0,14.0,68254,10/1/2016,10,6,none
1562,59.6,0.0,0.0,6.0,59810,10/2/2016,10,0,none
1542,62.3,0.0,0.0,1.0,78844,10/3/2016,10,1,none
1139,63.4,5.3,0.0,61.0,83054,10/4/2016,10,2,none
1241,57.2,13.9,0.0,32.5,83459,10/5/2016,10,3,none
1126,51.6,0.0,0.0,30.2,81872,10/6/2016,10,4,none
947,42.6,0.0,0.0,41.9,79604,10/7/2016,10,5,none
908,39.4,0.0,0.0,9.5,70308,10/8/2016,10,6,none
1253,43.1,0.0,0.0,0.0,59740,10/9/2016,10,0,none
1641,59.9,0.0,0.0,13.0,74469,10/10/2016,10,1,Columbus Day
1329,65.3,0.0,0.0,44.5,81784,10/11/2016,10,2,none
960,45.1,0.0,0.0,57.0,79022,10/12/2016,10,3,none
1090,39.4,0.0,0.0,0.0,84043,10/13/2016,10,4,none
1114,54.3,0.0,0.0,15.8,82427,10/14/2016,10,5,none
1060,67.0,0.0,0.0,80.8,52149,10/15/2016,10,6,none
1353,59.1,0.0,0.0,46.9,56378,10/16/2016,10,0,none
1142,61.7,0.0,0.0,51.0,79954,10/17/2016,10,1,none
1496,53.8,0.0,0.0,12.3,83107,10/18/2016,10,2,none
1284,47.1,0.0,0.0,10.7,74712,10/19/2016,10,3,none
1051,39.4,0.0,0.0,16.2,69895,10/20/2016,10,4,none
1035,42.1,0.0,0.0,35.0,81187,10/21/2016,10,5,none
1169,47.7,0.0,0.0,1.0,61191,10/22/2016,10,6,none
853,49.6,0.0,0.0,5.5,60814,10/23/2016,10,0,none
1217,39.9,0.0,0.0,6.0,77637,10/24/2016,10,1,none
864,45.1,0.0,0.0,81.0,79044,10/25/2016,10,2,none
861,43.2,0.0,0.0,90.0,79207,10/26/2016,10,3,none
1041,42.7,0.0,0.0,43.5,84421,10/27/2016,10,4,none
1370,56.7,0.0,0.0,35.0,85816,10/28/2016,10,5,none
840,50.5,0.0,0.0,79.5,66605,10/29/2016,10,6,none
664,40.3,0.0,0.0,11.5,52869,10/30/2016,10,0,none
945,49.8,0.0,0.0,62.0,77403,10/31/2016,10,1,none
1284,52.8,0.0,0.0,6.2,83787,11/1/2016,11,2,none
1167,47.7,0.0,0.0,55.7,81076,11/2/2016,11,3,none
1327,49.7,0.0,0.0,11.1,87164,11/3/2016,11,4,none
1458,50.2,0.0,0.0,3.4,84387,11/4/2016,11,5,none
1486,52.3,0.0,0.0,3.4,64961,11/5/2016,11,6,none
1188,56.0,0.0,0.0,1.8,52582,11/6/2016,11,0,none
1130,54.5,0.0,0.0,51.1,78260,11/7/2016,11,1,none
1293,47.5,0.0,0.0,2.6,79389,11/8/2016,11,2,none
1094,45.1,0.0,0.0,9.5,82829,11/9/2016,11,3,none
1325,53.1,0.0,0.0,1.0,82784,11/10/2016,11,4,none
867,41.5,0.0,0.0,2.6,82612,11/11/2016,11,5,Veterans Day
802,41.4,0.0,0.0,1.0,63519,11/12/2016,11,6,none
989,49.3,0.0,0.0,1.0,50791,11/13/2016,11,0,none
1004,44.6,0.0,0.0,42.5,77763,11/14/2016,11,1,none
1171,42.9,0.0,0.0,38.9,83733,11/15/2016,11,2,none
1206,46.4,0.0,0.0,16.6,80097,11/16/2016,11,3,none
1082,50.3,0.0,0.0,54.1,86824,11/17/2016,11,4,none
529,39.6,0.0,0.0,85.2,76314,11/18/2016,11,5,none
461,28.2,0.0,0.0,53.7,65048,11/19/2016,11,6,none
388,25.5,0.0,0.0,36.5,53556,11/20/2016,11,0,none
937,29.3,0.0,0.0,6.0,78376,11/21/2016,11,1,none
664,33.6,0.0,0.0,71.5,73939,11/22/2016,11,2,none
577,34.2,0.0,0.0,90.0,75985,11/23/2016,11,3,none
229,34.4,0.0,0.0,89.3,41836,11/24/2016,11,4,Thanksgiving Day
409,34.2,0.0,0.0,81.3,56444,11/25/2016,11,5,none
549,34.2,0.0,0.0,9.1,55254,11/26/2016,11,6,none
428,34.4,0.0,0.0,79.9,55194,11/27/2016,11,0,none
672,46.5,0.0,0.0,79.0,74811,11/28/2016,11,1,none
825,36.3,0.0,0.0,89.4,79600,11/29/2016,11,2,none
691,36.3,0.0,0.0,90.0,79836,11/30/2016,11,3,none
837,35.5,0.0,0.0,90.0,84635,12/1/2016,12,4,none
856,31.4,0.0,0.0,90.0,87541,12/2/2016,12,5,none
760,30.4,0.0,0.0,78.0,72361,12/3/2016,12,6,none
415,33.9,0.0,0.0,86.9,47772,12/4/2016,12,0,none
717,33.8,0.0,0.0,51.4,80614,12/5/2016,12,1,none
593,25.5,0.0,0.0,87.5,77163,12/6/2016,12,2,none
671,18.2,0.0,0.0,83.2,74750,12/7/2016,12,3,none
749,20.2,0.0,0.0,73.0,87975,12/8/2016,12,4,none
779,14.8,0.0,0.0,68.9,93718,12/9/2016,12,5,none
454,8.9,0.0,0.0,58.6,67279,12/10/2016,12,6,none
286,17.1,0.0,0.0,82.1,44422,12/11/2016,12,0,none
416,5.1,0.0,0.0,61.8,76750,12/12/2016,12,1,none
453,0.4,0.0,0.0,3.8,87343,12/13/2016,12,2,none
505,4.6,0.0,0.0,11.5,86366,12/14/2016,12,3,none
615,-2.7,0.0,0.0,26.0,87303,12/15/2016,12,4,none
367,9.3,0.0,0.0,90.0,61561,12/16/2016,12,5,none
332,3.5,0.0,0.0,48.1,49459,12/17/2016,12,6,none
247,-12.0,0.0,0.0,5.1,40344,12/18/2016,12,0,none
594,13.9,0.0,0.0,20.2,78313,12/19/2016,12,1,none
711,30.5,0.0,0.0,12.8,88534,12/20/2016,12,2,none
623,32.7,0.0,0.0,60.3,85402,12/21/2016,12,3,none
586,28.3,0.0,0.0,4.9,84920,12/22/2016,12,4,none
492,33.0,0.0,0.0,59.7,70610,12/23/2016,12,5,none
278,33.7,0.0,0.0,90.0,53815,12/24/2016,12,6,none
133,33.8,0.0,0.0,90.0,34875,12/25/2016,12,0,none
258,25.2,0.0,0.0,86.5,51842,12/26/2016,12,1,Christmas Day
467,19.3,0.0,0.0,55.2,75618,12/27/2016,12,2,none
510,28.6,0.0,0.0,35.6,81022,12/28/2016,12,3,none
529,28.8,0.0,0.0,61.9,82366,12/29/2016,12,4,none
476,23.3,0.0,0.0,49.8,81734,12/30/2016,12,5,none
374,24.5,0.0,0.0,44.0,64473,12/31/2016,12,6,none
353,26.5,0.0,0.0,42.2,51063,1/1/2017,1,0,none
349,29.7,0.0,0.0,90.0,50186,1/2/2017,1,1,New Years Day
545,17.2,0.0,0.0,45.1,78928,1/3/2017,1,2,none
508,-1.3,0.0,0.0,13.3,80464,1/4/2017,1,3,none
545,-3.3,0.0,0.0,40.3,82528,1/5/2017,1,4,none
552,-4.0,0.0,0.0,14.0,85821,1/6/2017,1,5,none
358,1.7,0.0,0.0,4.0,65994,1/7/2017,1,6,none
305,4.8,0.0,0.0,37.0,55603,1/8/2017,1,0,none
604,20.1,0.0,0.0,82.1,75302,1/9/2017,1,1,none
342,19.4,0.0,0.0,46.0,64941,1/10/2017,1,2,none
401,5.8,0.0,0.0,67.5,71110,1/11/2017,1,3,none
437,5.1,0.0,0.0,39.4,86570,1/12/2017,1,4,none
407,-1.9,0.0,0.0,55.1,87355,1/13/2017,1,5,none
336,10.6,0.0,0.0,8.8,66050,1/14/2017,1,6,none
338,13.0,0.0,0.0,7.3,55793,1/15/2017,1,0,none
357,22.4,0.0,0.0,51.7,68574,1/16/2017,1,1,Martin Luther King Jr Day
675,31.4,0.0,0.0,80.2,81882,1/17/2017,1,2,none
654,32.2,0.0,0.0,13.1,85878,1/18/2017,1,3,none
629,34.8,0.0,0.0,30.5,90093,1/19/2017,1,4,none
619,35.7,0.0,0.0,90.0,87391,1/20/2017,1,5,none
681,35.7,0.0,0.0,90.0,71375,1/21/2017,1,6,none
377,35.9,0.0,0.0,90.0,57311,1/22/2017,1,0,none
667,33.8,0.0,0.0,90.0,80749,1/23/2017,1,1,none
706,32.1,0.0,0.0,65.8,83661,1/24/2017,1,2,none
625,28.9,0.0,0.0,90.2,81531,1/25/2017,1,3,none
665,27.4,0.0,0.0,89.4,90924,1/26/2017,1,4,none
592,24.4,0.0,0.0,44.5,91525,1/27/2017,1,5,none
562,26.0,0.0,0.0,70.8,72645,1/28/2017,1,6,none
395,23.5,0.0,0.0,51.0,58191,1/29/2017,1,0,none
581,26.1,0.0,0.0,64.4,77282,1/30/2017,1,1,none
661,34.3,0.0,0.0,71.8,84757,1/31/2017,1,2,none
591,17.3,0.0,0.0,19.0,86747,2/1/2017,2,3,none
555,11.2,0.0,0.0,10.9,87064,2/2/2017,2,4,none
634,13.0,0.0,0.0,2.0,92496,2/3/2017,2,5,none
594,24.7,0.0,0.0,51.8,72726,2/4/2017,2,6,none
376,22.0,0.0,0.0,42.8,58130,2/5/2017,2,0,none
659,23.8,0.0,0.0,36.2,82586,2/6/2017,2,1,none
553,23.6,0.0,0.0,72.4,79753,2/7/2017,2,2,none
565,7.1,0.0,0.0,17.3,90967,2/8/2017,2,3,none
579,11.0,0.0,0.0,17.9,88847,2/9/2017,2,4,none
725,31.3,0.0,0.0,27.9,85539,2/10/2017,2,5,none
633,38.4,0.0,0.0,34.9,67696,2/11/2017,2,6,none
458,34.1,0.0,0.0,9.9,60533,2/12/2017,2,0,none
784,32.9,0.0,0.0,1.0,57793,2/13/2017,2,1,none
735,30.0,0.0,0.0,6.8,89002,2/14/2017,2,2,none
824,23.0,0.0,0.0,1.7,88218,2/15/2017,2,3,none
824,31.4,0.0,0.0,28.5,91959,2/16/2017,2,4,none
1094,41.7,0.0,0.0,1.0,92271,2/17/2017,2,5,none
1116,41.5,0.0,0.0,8.8,73680,2/18/2017,2,6,none
1018,45.7,0.0,0.0,45.5,62846,2/19/2017,2,0,none
387,53.9,0.0,0.0,76.2,74482,2/20/2017,2,1,Washingtons Birthday
1142,48.0,0.0,0.0,28.9,67409,2/21/2017,2,2,none
1077,43.8,0.0,0.0,59.7,85758,2/22/2017,2,3,none
731,32.6,0.0,0.0,75.5,93391,2/23/2017,2,4,none
565,25.8,0.0,0.0,61.9,84391,2/24/2017,2,5,none
499,23.6,0.0,0.0,25.5,72214,2/25/2017,2,6,none
430,29.0,0.0,0.0,50.0,61533,2/26/2017,2,0,none
825,33.5,0.0,0.0,57.5,88063,2/27/2017,2,1,none
786,37.4,0.0,0.0,75.5,90449,2/28/2017,2,2,none
616,29.9,0.0,0.0,82.5,81482,3/1/2017,3,3,none
546,22.6,0.0,0.0,18.0,91641,3/2/2017,3,4,none
670,21.1,0.0,0.0,41.7,94073,3/3/2017,3,5,none
607,33.4,0.0,0.0,20.7,71544,3/4/2017,3,6,none
935,45.8,0.0,0.0,50.2,63844,3/5/2017,3,0,none
673,53.0,0.0,0.0,69.7,84127,3/6/2017,3,1,none
722,37.8,0.0,0.0,48.2,90211,3/7/2017,3,2,none
630,28.5,0.0,0.0,44.5,91566,3/8/2017,3,3,none
789,25.3,0.0,0.0,44.8,95650,3/9/2017,3,4,none
589,11.9,0.0,0.0,5.9,96325,3/10/2017,3,5,none
543,14.1,0.0,0.0,45.8,79052,3/11/2017,3,6,none
356,16.4,0.0,0.0,56.4,55295,3/12/2017,3,0,none
480,19.6,0.0,0.0,41.3,74206,3/13/2017,3,1,none
560,16.9,0.0,0.0,1.8,85843,3/14/2017,3,2,none
597,22.2,0.0,0.0,4.4,84046,3/15/2017,3,3,none
706,31.4,0.0,0.0,52.0,92772,3/16/2017,3,4,none
961,36.2,0.0,0.0,69.1,93669,3/17/2017,3,5,none
609,33.1,0.0,0.0,54.9,74675,3/18/2017,3,6,none
719,39.4,0.0,0.0,16.8,62760,3/19/2017,3,0,none
954,44.0,0.0,0.0,30.5,83702,3/20/2017,3,1,none
783,32.3,0.0,0.0,1.0,85788,3/21/2017,3,2,none
796,29.3,0.0,0.0,36.7,88951,3/22/2017,3,3,none
662,37.8,0.0,0.0,87.4,92481,3/23/2017,3,4,none
702,39.4,0.0,0.0,90.2,91739,3/24/2017,3,5,none
710,39.1,0.0,0.0,90.0,72096,3/25/2017,3,6,none
580,38.5,0.0,0.0,90.0,58784,3/26/2017,3,0,none
1128,44.3,0.0,0.0,56.2,87954,3/27/2017,3,1,none
1324,45.7,0.0,0.0,7.0,91220,3/28/2017,3,2,none
1074,43.1,0.0,0.0,54.3,89760,3/29/2017,3,3,none
879,42.9,0.0,0.0,89.4,93986,3/30/2017,3,4,none
1073,43.1,0.0,0.0,42.4,94803,3/31/2017,3,5,none
1524,47.8,0.0,0.0,15.2,74989,4/1/2017,4,6,none
600,46.6,0.0,0.0,59.5,62764,4/2/2017,4,0,none
806,48.9,0.0,0.0,84.4,81879,4/3/2017,4,1,none
1379,51.0,0.0,0.0,24.5,89227,4/4/2017,4,2,none
1081,44.9,0.0,0.0,36.4,89737,4/5/2017,4,3,none
1181,43.1,0.0,0.0,2.9,86714,4/6/2017,4,4,none
1208,45.4,0.0,0.0,15.6,88187,4/7/2017,4,5,none
1645,57.7,0.0,0.0,23.2,69220,4/8/2017,4,6,none
1003,59.9,0.0,0.0,55.1,60653,4/9/2017,4,0,none
679,43.4,0.0,0.0,81.7,82964,4/10/2017,4,1,none
971,40.1,0.0,0.0,53.0,88620,4/11/2017,4,2,none
871,45.9,0.0,0.0,63.4,88790,4/12/2017,4,3,none
1144,49.6,0.0,0.0,86.2,67128,4/13/2017,4,4,none
920,54.3,0.0,0.0,64.3,92494,4/14/2017,4,5,none
885,60.1,0.0,0.0,80.5,68173,4/15/2017,4,6,none
1132,55.1,0.0,0.0,15.8,62346,4/16/2017,4,0,none
1428,50.2,0.0,0.0,30.1,88022,4/17/2017,4,1,none
834,51.9,0.0,0.0,77.0,88135,4/18/2017,4,2,none
922,46.2,0.0,0.0,79.9,87598,4/19/2017,4,3,none
915,43.5,0.0,0.0,77.2,91406,4/20/2017,4,4,none
1500,48.3,0.0,0.0,13.5,95592,4/21/2017,4,5,none
2332,53.1,0.0,0.0,5.1,78104,4/22/2017,4,6,none
1664,54.8,0.0,0.0,23.0,62583,4/23/2017,4,0,none
1134,58.3,0.0,0.0,44.9,85812,4/24/2017,4,1,none
926,56.8,0.0,0.0,84.0,86606,4/25/2017,4,2,none
674,39.1,0.0,0.0,90.0,86847,4/26/2017,4,3,none
881,33.4,0.0,0.0,90.0,92093,4/27/2017,4,4,none
1094,41.0,0.0,0.0,46.4,97100,4/28/2017,4,5,none
1339,45.8,0.0,0.0,36.2,76105,4/29/2017,4,6,none
440,43.9,0.0,0.0,76.8,58559,4/30/2017,4,0,none
709,37.9,0.0,0.0,90.0,82861,5/1/2017,5,1,none
1280,48.1,0.0,0.0,63.0,89806,5/2/2017,5,2,none
1322,53.7,0.0,0.0,44.6,90227,5/3/2017,5,3,none
1700,56.1,0.0,0.0,22.9,92877,5/4/2017,5,4,none
1753,59.8,0.0,0.0,11.9,94072,5/5/2017,5,5,none
1809,56.4,0.0,0.0,7.0,76976,5/6/2017,5,6,none
1552,55.9,0.0,0.0,36.1,65525,5/7/2017,5,0,none
1469,57.1,0.0,0.0,40.0,84316,5/8/2017,5,1,none
1610,58.8,0.0,0.0,52.9,88693,5/9/2017,5,2,none
1657,59.1,0.0,0.0,50.1,89225,5/10/2017,5,3,none
1825,56.5,0.0,0.0,7.0,93906,5/11/2017,5,4,none
1761,59.5,0.0,0.0,26.4,96014,5/12/2017,5,5,none
2029,66.5,0.0,0.0,8.5,73821,5/13/2017,5,6,none
1630,68.8,0.0,0.0,12.7,67090,5/14/2017,5,0,none
1439,63.7,0.0,0.0,28.5,83803,5/15/2017,5,1,none
1157,68.1,0.0,0.0,53.5,86669,5/16/2017,5,2,none
931,63.1,0.0,0.0,85.2,87518,5/17/2017,5,3,none
1199,50.6,0.0,0.0,79.9,90915,5/18/2017,5,4,none
1152,48.3,0.0,0.0,39.1,90502,5/19/2017,5,5,none
435,46.3,0.0,0.0,89.4,65952,5/20/2017,5,6,none
633,48.5,0.0,0.0,90.0,61334,5/21/2017,5,0,none
1581,54.0,0.0,0.0,45.4,84485,5/22/2017,5,1,none
1237,53.8,0.0,0.0,61.2,87457,5/23/2017,5,2,none
1584,54.0,0.0,0.0,61.5,90489,5/24/2017,5,3,none
1765,59.3,0.0,0.0,39.3,89069,5/25/2017,5,4,none
1777,67.3,0.0,0.0,33.1,86240,5/26/2017,5,5,none
1569,62.9,0.0,0.0,24.5,60864,5/27/2017,5,6,none
1451,62.2,0.0,0.0,35.7,58927,5/28/2017,5,0,none
862,57.3,0.0,0.0,74.0,52483,5/29/2017,5,1,Memorial Day
1328,54.7,0.0,0.0,72.4,86311,5/30/2017,5,2,none
2021,61.3,0.0,0.0,9.0,89218,5/31/2017,5,3,none
2223,62.4,0.0,0.0,8.7,90324,6/1/2017,6,4,none
1861,71.6,0.0,0.0,9.8,91226,6/2/2017,6,5,none
1720,78.6,0.0,0.0,20.3,70613,6/3/2017,6,6,none
2017,74.6,0.0,0.0,1.7,72306,6/4/2017,6,0,none
1901,69.4,0.0,0.0,3.6,86567,6/5/2017,6,1,none
2044,68.3,0.0,0.0,5.5,86732,6/6/2017,6,2,none
1939,71.5,0.0,0.0,37.4,87986,6/7/2017,6,3,none
1908,73.5,0.0,0.0,31.0,92427,6/8/2017,6,4,none
1810,73.2,0.0,0.0,7.5,90519,6/9/2017,6,5,none
1426,82.6,0.0,0.0,20.6,70534,6/10/2017,6,6,none
753,69.5,0.0,0.0,53.0,57854,6/11/2017,6,0,none
1484,70.0,0.0,0.0,62.6,83574,6/12/2017,6,1,none
1833,75.4,0.0,0.0,38.0,88511,6/13/2017,6,2,none
2229,73.7,0.0,0.0,44.6,89434,6/14/2017,6,3,none
2037,73.7,0.0,0.0,13.3,91063,6/15/2017,6,4,none
1665,71.9,0.0,0.0,45.4,84984,6/16/2017,6,5,none
1466,69.7,0.0,0.0,46.6,68523,6/17/2017,6,6,none
1486,65.3,0.0,0.0,53.7,65361,6/18/2017,6,0,none
1806,65.3,0.0,0.0,44.5,84372,6/19/2017,6,1,none
1824,65.5,0.0,0.0,40.0,86799,6/20/2017,6,2,none
2134,68.0,0.0,0.0,19.8,90678,6/21/2017,6,3,none
1283,68.0,0.0,0.0,50.8,89170,6/22/2017,6,4,none
2146,64.1,0.0,0.0,40.8,94657,6/23/2017,6,5,none
1754,59.2,0.0,0.0,45.2,70760,6/24/2017,6,6,none
1282,59.4,0.0,0.0,63.4,64177,6/25/2017,6,0,none
1840,59.5,0.0,0.0,25.0,83348,6/26/2017,6,1,none
2117,64.0,0.0,0.0,14.2,86494,6/27/2017,6,2,none
1116,69.2,0.0,0.0,68.1,84974,6/28/2017,6,3,none
1973,68.5,0.0,0.0,73.7,90884,6/29/2017,6,4,none
1692,68.4,0.0,0.0,32.4,86926,6/30/2017,6,5,none
1679,67.7,0.0,0.0,29.6,65945,7/1/2017,7,6,none
1725,71.7,0.0,0.0,11.9,52736,7/2/2017,7,0,none
1639,69.7,0.0,0.0,10.9,69451,7/3/2017,7,1,none
1615,75.1,0.0,0.0,21.0,51205,7/4/2017,7,2,Independence Day
1504,78.6,0.0,0.0,22.5,81971,7/5/2017,7,3,none
1588,80.3,0.0,0.0,21.5,85762,7/6/2017,7,4,none
1900,72.8,0.0,0.0,19.3,87358,7/7/2017,7,5,none
1715,69.7,0.0,0.0,20.3,65609,7/8/2017,7,6,none
1385,71.1,0.0,0.0,40.4,60214,7/9/2017,7,0,none
1942,73.8,0.0,0.0,52.0,75488,7/10/2017,7,1,none
1952,73.9,0.0,0.0,14.6,87958,7/11/2017,7,2,none
1841,76.1,0.0,0.0,45.9,89336,7/12/2017,7,3,none
1856,62.9,0.0,0.0,80.5,90649,7/13/2017,7,4,none
1965,65.7,0.0,0.0,56.1,92893,7/14/2017,7,5,none
1561,75.1,0.0,0.0,8.1,67582,7/15/2017,7,6,none
1788,73.6,0.0,0.0,20.3,64138,7/16/2017,7,0,none
1645,76.7,0.0,0.0,28.5,84666,7/17/2017,7,1,none
1418,73.7,0.0,0.0,39.2,87731,7/18/2017,7,2,none
1837,69.1,0.0,0.0,34.7,90477,7/19/2017,7,3,none
1927,75.0,0.0,0.0,35.5,90790,7/20/2017,7,4,none
1647,73.2,0.0,0.0,53.0,88595,7/21/2017,7,5,none
1834,77.3,0.0,0.0,22.4,69391,7/22/2017,7,6,none
1721,70.2,0.0,0.0,37.3,62700,7/23/2017,7,0,none
1989,67.2,0.0,0.0,38.5,83829,7/24/2017,7,1,none
1502,73.2,0.0,0.0,49.3,87917,7/25/2017,7,2,none
1641,75.5,0.0,0.0,51.1,93039,7/26/2017,7,3,none
2145,73.7,0.0,0.0,15.8,93364,7/27/2017,7,4,none
1954,72.9,0.0,0.0,18.5,92753,7/28/2017,7,5,none
1788,72.0,0.0,0.0,11.0,69190,7/29/2017,7,6,none
1672,72.6,0.0,0.0,26.6,66849,7/30/2017,7,0,none
1791,74.5,0.0,0.0,27.8,85409,7/31/2017,7,1,none
1759,74.8,0.0,0.0,19.8,88612,8/1/2017,8,2,none
1978,72.0,0.0,0.0,38.7,89136,8/2/2017,8,3,none
920,58.5,0.0,0.0,88.1,89387,8/3/2017,8,4,none
2026,63.8,0.0,0.0,56.5,90198,8/4/2017,8,5,none
1595,64.4,0.0,0.0,37.6,70208,8/5/2017,8,6,none
1226,64.9,0.0,0.0,58.6,63409,8/6/2017,8,0,none
2115,66.7,0.0,0.0,22.9,87175,8/7/2017,8,1,none
2184,69.7,0.0,0.0,24.2,91563,8/8/2017,8,2,none
1135,64.6,0.0,0.0,58.0,86233,8/9/2017,8,3,none
1670,65.8,0.0,0.0,61.5,90949,8/10/2017,8,4,none
2130,66.1,0.0,0.0,29.2,92257,8/11/2017,8,5,none
2230,66.5,0.0,0.0,27.6,72024,8/12/2017,8,6,none
1036,64.3,0.0,0.0,52.0,60353,8/13/2017,8,0,none
1549,66.0,0.0,0.0,63.1,84894,8/14/2017,8,1,none
1972,65.8,0.0,0.0,29.8,89645,8/15/2017,8,2,none
1166,69.6,0.0,0.0,72.7,87022,8/16/2017,8,3,none
1487,68.3,0.0,0.0,83.1,91486,8/17/2017,8,4,none
1340,65.0,0.0,0.0,28.3,90323,8/18/2017,8,5,none
2366,67.2,0.0,0.0,16.2,72858,8/19/2017,8,6,none
1456,72.5,0.0,0.0,34.0,63073,8/20/2017,8,0,none
1160,68.6,0.0,0.0,57.8,86172,8/21/2017,8,1,none
1872,66.6,0.0,0.0,21.1,90535,8/22/2017,8,2,none
1809,64.0,0.0,0.0,10.8,91508,8/23/2017,8,3,none
1831,64.0,0.0,0.0,53.4,93417,8/24/2017,8,4,State Fair
1169,63.5,0.0,0.0,79.8,91593,8/25/2017,8,5,none
721,63.2,0.0,0.0,87.5,69571,8/26/2017,8,6,none
1216,66.2,0.0,0.0,82.9,66532,8/27/2017,8,0,none
